sample_id,region_id,T,F,P,En
hn-sinc-nsf_LA_D_5261984,3,speech,high,consonant,"From 2.70 to 3.03 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_5262821,10,speech,mid,consonant,"From 1.41 to 1.47 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_5266850,3,speech,high,none,"From 2.2 to 2.6 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. Although this region occurs during speech, it has no reliable phone alignment."
hn-sinc-nsf_LA_D_5312607,3,speech,high,consonant,"From 2.4 to 2.8 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_5345225,11,speech,mid,consonant,"From 2.82 to 3.28 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_5349360,14,speech,low,vowel,"From 1.6 to 1.8 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_5383174,14,speech,low,consonant,"From 1.64 to 1.81 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_5389440,3,speech,high,consonant,"From 2.4 to 2.6 seconds, this high-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_5411434,10,speech,mid,consonant,"From 0.91 to 1.19 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_5415483,14,speech,low,consonant,"From 1.51 to 1.99 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_5540152,2,speech,high,vowel,"From 1.18 to 1.35 seconds, this high-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. Because the region is aligned with a vowel, the excessive regularity can make its sustained resonance sound robotic or mechanical."
hn-sinc-nsf_LA_D_5542285,11,speech,mid,consonant,"From 2.0 to 2.4 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_5617526,2,speech,high,consonant,"From 1.5 to 1.7 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_5655965,3,speech,high,consonant,"From 2.0 to 2.5 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_5655965,7,speech,mid,consonant,"From 1.6 to 2.4 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_5676897,15,speech,low,consonant,"From 0.8 to 1.0 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_5725878,12,speech,mid,consonant,"This mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_5726006,14,speech,low,consonant,"From 0.94 to 1.05 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_5774989,2,speech,high,consonant,"From 1.5 to 2.0 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_5808517,3,speech,high,consonant,"From 1.6 to 2.05 seconds, this high-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_5841267,11,speech,mid,consonant,"From 1.7 to 2.2 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_5868407,7,speech,mid,consonant,"From 1.50 to 1.66 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_5884918,3,speech,high,none,"From 2.0 to 2.5 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. The region overlaps speech timing, but no phone can be reliably assigned to it."
hn-sinc-nsf_LA_D_5884918,11,speech,mid,none,"From 2.2 to 2.6 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. Although this region occurs during speech, it has no reliable phone alignment."
hn-sinc-nsf_LA_D_5907410,2,speech,high,none,"From 1.6 to 2.4 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. Speech is present at this location, but the alignment does not identify a corresponding phone."
hn-sinc-nsf_LA_D_5950853,11,speech,mid,consonant,"From 2.18 to 2.34 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_5965283,16,speech,low,consonant,"From 1.5 to 1.7 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_5972310,15,speech,low,vowel,"From 2.0 to 2.2 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_5974475,11,speech,mid,consonant,"From 2.2 to 2.5 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_6005916,11,speech,mid,vowel,"From 2.2 to 2.4 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_6042898,4,speech,high,consonant,"From 3.8 to 4.0 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_6043277,3,speech,high,consonant,This high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hn-sinc-nsf_LA_D_6043519,11,speech,mid,vowel,"This mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_6114519,12,speech,mid,consonant,"From 2.39 to 2.46 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_6124905,10,speech,mid,consonant,"From 1.48 to 1.58 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_6137641,15,speech,low,consonant,"From 0.95 to 1.33 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_6156090,12,speech,mid,vowel,"From 2.4 to 3.2 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_6183356,11,speech,mid,consonant,"From 1.8 to 2.2 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_6189044,3,speech,high,consonant,This high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hn-sinc-nsf_LA_D_6211330,15,speech,low,vowel,"From 2.4 to 3.2 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of spectral texture can weaken the natural resonance of the aligned vowel and make it sound hollow or synthetic."
hn-sinc-nsf_LA_D_6223286,2,speech,high,consonant,"From 1.61 to 1.83 seconds, this high-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_6254318,2,speech,high,vowel,"From 1.09 to 1.66 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_6289788,2,speech,high,consonant,This high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hn-sinc-nsf_LA_D_6292198,9,speech,mid,consonant,"From 1.67 to 1.83 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_6316902,7,speech,mid,none,"From 1.61 to 1.92 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. Although this region occurs during speech, it has no reliable phone alignment."
hn-sinc-nsf_LA_D_6325680,12,speech,mid,consonant,"From 1.41 to 2.00 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_6338898,3,speech,high,consonant,"From 1.5 to 2.5 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_6343761,10,speech,mid,vowel,"From 1.62 to 1.80 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_6368049,3,speech,high,consonant,This high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hn-sinc-nsf_LA_D_6380295,11,speech,mid,consonant,"From 2.3 to 2.5 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_6415819,12,speech,mid,consonant,"From 1.75 to 2.31 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_6423859,3,speech,high,consonant,This high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hn-sinc-nsf_LA_D_6424598,15,speech,low,consonant,"From 1.77 to 2.37 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_6458498,4,speech,high,consonant,"From 2.4 to 2.56 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_6458898,12,speech,mid,consonant,"From 2.78 to 3.08 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_6480551,15,speech,low,consonant,"From 0.81 to 0.94 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_6509189,3,speech,high,consonant,"From 2.07 to 2.20 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_6548870,4,speech,high,consonant,"From 2.8 to 3.15 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_6626817,14,speech,low,vowel,"From 1.57 to 1.92 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_6700006,16,speech,low,consonant,"From 1.62 to 1.69 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_6725470,10,speech,mid,consonant,"From 0.95 to 1.05 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_6757692,14,speech,low,consonant,"From 2.00 to 2.16 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_6780824,6,speech,mid,consonant,"From 0.98 to 1.18 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_6795264,10,speech,mid,none,"From 1.5 to 2.0 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. The region overlaps speech timing, but no phone can be reliably assigned to it."
hn-sinc-nsf_LA_D_6935031,7,speech,mid,vowel,"This mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. Because the region is aligned with a vowel, the excessive regularity can make its sustained resonance sound robotic or mechanical."
hn-sinc-nsf_LA_D_6936162,7,speech,mid,consonant,"From 1.9 to 2.4 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_7050071,4,speech,high,vowel,"From 3.2 to 3.4 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of spectral texture can weaken the natural resonance of the aligned vowel and make it sound hollow or synthetic."
hn-sinc-nsf_LA_D_7123406,15,speech,low,consonant,"From 1.05 to 1.51 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_7123406,16,speech,low,vowel,This low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of spectral texture can weaken the natural resonance of the aligned vowel and make it sound hollow or synthetic.
hn-sinc-nsf_LA_D_7202557,10,speech,mid,consonant,"From 1.51 to 2.14 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_7203605,15,speech,low,consonant,"From 1.4 to 1.8 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_7261120,11,speech,mid,consonant,"From 2.2 to 2.5 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_7267402,11,speech,mid,consonant,"From 1.9 to 2.3 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_7271587,6,speech,mid,consonant,"From 1.34 to 1.46 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_7277373,3,speech,high,consonant,"From 2.05 to 2.24 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_7277373,11,speech,mid,consonant,"From 2.05 to 2.24 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_7324285,15,speech,low,consonant,"From 0.68 to 0.84 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_7360454,2,speech,high,consonant,"From 1.54 to 2.03 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_7394757,3,speech,high,vowel,"From 1.17 to 1.63 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_7399617,3,speech,high,consonant,"From 2.4 to 2.8 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_7428513,12,speech,mid,consonant,"From 2.97 to 3.26 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_7433591,2,speech,high,consonant,"From 1.14 to 1.64 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_7433591,15,speech,low,consonant,"From 1.64 to 1.92 seconds, this low-frequency region shows a weak, smeared spectral transition with missing transient detail. Because the region is aligned with a consonant, the loss of transient definition can directly reduce articulation and intelligibility."
hn-sinc-nsf_LA_D_7446319,3,speech,high,consonant,"From 1.9 to 2.3 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_7459649,11,speech,mid,consonant,"From 2.12 to 2.27 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_7473394,4,speech,high,consonant,"From 3.54 to 3.69 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_7513515,15,speech,low,vowel,"From 2.4 to 2.6 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_7543100,16,speech,low,consonant,This low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hn-sinc-nsf_LA_D_7579918,16,speech,low,consonant,"From 1.78 to 2.23 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_7651671,11,speech,mid,consonant,"From 2.2 to 2.6 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_7662627,2,speech,high,consonant,This high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hn-sinc-nsf_LA_D_7679169,15,speech,low,vowel,"From 1.31 to 1.63 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_7682953,2,speech,high,consonant,"From 1.46 to 1.57 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_7718364,16,speech,low,consonant,"From 0.90 to 1.04 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_7745370,2,speech,high,consonant,"From 0.77 to 0.84 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_7760578,11,speech,mid,consonant,"From 2.3 to 2.7 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_7765872,3,speech,high,consonant,"From 2.45 to 2.83 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_7790850,11,speech,mid,consonant,"From 1.95 to 2.04 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_7812459,14,speech,low,consonant,"From 1.5 to 1.7 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_7944625,4,speech,high,consonant,"From 3.28 to 3.37 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_8006339,15,speech,low,consonant,"From 1.63 to 1.80 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_8103599,3,speech,high,consonant,"From 2.07 to 2.30 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_8127075,6,speech,mid,consonant,"From 1.0 to 1.1 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_8130173,16,speech,low,consonant,"From 2.20 to 2.43 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_8142373,11,speech,mid,consonant,"From 2.1 to 2.5 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_8147163,2,speech,high,consonant,"From 1.30 to 1.45 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_8163197,2,speech,high,consonant,This high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hn-sinc-nsf_LA_D_8222620,11,speech,mid,consonant,"From 2.42 to 2.71 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_8232673,11,speech,mid,consonant,"From 1.46 to 1.96 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_8288732,14,speech,low,vowel,"From 1.07 to 1.37 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_8297100,16,speech,low,consonant,"From 0.93 to 1.48 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_8302640,11,speech,mid,consonant,"From 2.2 to 2.6 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
